OBS_ID	X	Y	Depth	LAYER	ME	ME^2
198.577_2	670416	6173458	21.2431151419878	3	-1.45209425335693	2.10857772063223	
198.591_1	671223	6173182	13.0338182449341	3	4.35023150735474	18.9245141675819	
198.654_2	676701	6183139	16.6633472442627	3	2.83551045801496	8.04011955751224	
198.658_2	676941	6183247	16.6633472442627	3	2.69056655814672	7.23914840381746	
198.678_1	675819	6183877	11.5026273727417	3	6.58237600527263	43.3276738747888	
198.679_1	675835	6183848	11.5026273727417	3	6.58517849654913	43.364575831413	
198.684_1	671826	6180930	7.02499794960022	3	2.82586969074249	7.98553950905707	
198.686_10	670380	6181154	19.6212797164917	3	5.45780996524811	29.7876896167615	
198.686_12	670380	6181154	19.6212797164917	3	5.45780996524811	29.7876896167615	
198.686_14	670380	6181154	19.6212797164917	3	5.42780996524811	29.4611210188467	
198.686_16	670380	6181154	19.6212797164917	3	5.22780996524811	27.3299970327474	
198.686_18	670380	6181154	19.6212797164917	3	5.42780996524811	29.4611210188467	
198.686_8	670380	6181154	19.6212797164917	3	5.45780996524811	29.7876896167615	
198.687_11	670378	6181154	19.6212797164917	3	5.21706672770691	27.2177852413465	
198.687_13	670378	6181154	19.6212797164917	3	5.18206672770691	26.853815570407	
198.687_15	670378	6181154	19.6212797164917	3	5.18206672770691	26.853815570407	
198.687_17	670378	6181154	19.6212797164917	3	5.18706672770691	26.9056612376841	
198.687_19	670378	6181154	19.6212797164917	3	5.18706672770691	26.9056612376841	
198.687_9	670378	6181154	19.6212797164917	3	5.22206672770691	27.2699809086236	
198.688_1	670519	6180675	12.3857707977295	3	5.39869988429546	29.1459604406919	
198.690_1	672145	6181437	15.1279859542847	3	2.20023250495195	4.84102307584715	
198.691_1	672533	6181217	11.3281755447388	3	2.10241737299871	4.42015881028682	
198.692_1	671231	6180735	8.41097593307495	3	4.4137301706364	19.481014019186	
198.693_1	671338	6181909	21.4530239105225	3	3.800923423666	14.4470188725729	
198.694_1	670046	6180655	11.6699914932251	3	5.51486866337776	30.413776374306	
198.705_1	676666	6183455	16.6633472442627	3	2.52865707727909	6.39410661447363	
198.706_1	676666	6183455	16.6633472442627	3	2.52865707727909	6.39410661447363	
198.707_1	676971	6183565	17.3143606185913	3	8.86078954219103	78.5135913110019	
198.708_1	676971	6183565	17.3143606185913	3	8.86078954219103	78.5135913110019	
198.86H_1	670768	6175123	18.9428358078003	3	-2.71598228172302	7.3765597546334	
199.1040_1	696081.3	6186358	11.1957271099091	3	1.40840282416836	1.98359851512542	
199.1057_1	683017	6182994	31.395975112915	3	10.3662392325821	107.458915827124	
199.1136_1	684813	6180557	17.0161633491516	3	4.32590715417862	18.7134727065738	
199.1137_1	682502	6181536	31.4825358390808	3	7.74058410015869	59.9166422116295	
199.1139_1	683702	6184434	23.3032841682434	3	11.4834500122986	131.86962418496	
199.1200_1	695970	6186480.7	9.52471935749054	3	1.30579497990769	1.70510052955211	
199.1201_1	695998	6186476.5	9.52471935749054	3	1.25146763328171	1.56617123715172	
199.1202_1	696072.9	6186496.4	11.1957271099091	3	1.17432258390115	1.37903353106028	
199.1203_1	695956	6186431.3	9.52471935749054	3	1.44325320154831	2.08297980377946	
199.1204_1	695982.2	6186449.4	9.52471935749054	3	1.32100858874821	1.74506369154653	
199.1205_1	696101	6186446.1	11.1957271099091	3	1.20002989021045	1.44007173739849	
199.1218_2	689181.1	6185894.4	13.1554565429688	3	1.79636454842866	3.22692559085131	
199.1219_2	689064.1	6185974.5	13.1554565429688	3	-0.252951465927223	0.0639844441147313	
199.1228_2	689224.6	6185975.5	13.1554565429688	3	-0.0469736312421838	0.00220652203207666	
199.1237_1	686183.7	6186331.18	20.587984085083	3	-2.78486688782602	7.75548358290979	
199.1238_1	687144.81	6186310.98	19.2641763687134	3	8.37448638452715	70.1320222046305	
199.1239_1	687076.53	6186213.78	19.2641763687134	3	8.60624575773168	74.0674660424746	
199.1240_1	687059.6	6186128.9	19.2641763687134	3	8.72058230214294	76.0485556884487	
199.1241_1	687065.7	6186034.9	19.2641763687134	3	8.74046807107302	76.395782101447	
199.1242_1	686224.7	6186420.1	20.587984085083	3	9.96043063830854	99.2101785005554	
199.170_1	687383	6186018	19.2641763687134	3	6.2554768058548	39.1309900685873	
199.435_1	685744	6184164	25.016893863678	3	7.71771549189758	59.563132413876	
199.762_1	684890	6186758	33.722149848938	3	8.68575900131226	75.4424094288769	
199.763_1	684813	6186842	33.722149848938	3	9.30488065304565	86.5808039674233	
199.984_1	696484.88	6185525.36	14.8509478569031	3	-0.826679019511784	0.683398201300964	
200.1176_1	702709	6182417	17.0118808746338	3	0.311906376518249	0.0972855877127437	
200.1352_1	702687	6182394	17.0118808746338	3	0.0230984505310055	0.000533538416933306	
200.1465_1	700188	6183450	25.8672819137573	3	-2.03679758605957	4.14854440657809	
200.1586_1	704753	6183717	25.9015941619873	3	-1.28346541277313	1.6472834657849	
200.1595_1	702782	6182390	17.0118808746338	3	1.20180397033691	1.44433278311757	
200.184_1	707474	6179913	19.0413503646851	3	6.61617320909119	43.773747932696	
200.1988_1	706045	6187398	17.9194293022156	3	3.28588469863892	10.7970382527494	
200.227_1	717155.66	6186444.17	33.6385478973389	3	2.13860565765047	4.5736341589346	
200.3154_1	707135	6187216	26.4386119842529	3	1.86345397224426	3.47246070667292	
200.3305_1	706358	6183416	34.1857829093933	3	-4.47332576852417	20.0106434313424	
200.3306_1	706359	6183381	34.1857829093933	3	-0.261457439811705	0.0683599928328915	
200.3307_1	706405	6183370	34.1857829093933	3	0.0233540370941174	0.000545411048593413	
200.3308_1	706454	6183364	34.1857829093933	3	3.0282631914978	9.17037795698045	
200.3343_1	702609	6184016	15.3209018707275	3	-0.205717551971436	0.0423197111891203	
200.3435_3	709605.23	6187028.32	25.505223274231	3	2.37433982554428	5.63748960716563	
200.3436_2	709191.86	6187401.93	22.3824248313904	3	1.77839810236541	3.16269981049689	
200.3437_2	709222.72	6187925.37	40.3433303833008	3	2.17816473321083	4.74440160500343	
200.3438_1	718021.87	6181876.96	18.8482442647219	3	6.07065743602437	36.852881705558	
200.3438_2	718021.87	6181876.96	18.8482442647219	3	11.9541574360244	142.901880005257	
200.3449_1	716537.09	6184577.21	16.4995219111443	3	4.0343139808285	16.2756892959083	
200.3610_1	704894	6186473	13.2935516834259	3	-1.52520917221069	2.32626301899563	
200.3612_1	704620.45	6186293.3	13.2935516834259	3	-1.52730223870824	2.33265212836319	
200.3650_2	708881.23	6185814.5	25.7817668914795	3	-0.700942440797853	0.491320305311651	
200.3655_1	704959.11	6186767.77	9.61718225479126	3	-1.74333789770837	3.03922702558623	
200.3681_2	706311	6183585	17.3491606712341	3	3.86045627658844	14.9031226634511	
200.3682_1	717912.99	6182250.84	22.3581508398056	3	5.05978992096241	25.6014740442728	
200.4029_1	708841.68	6186718.79	24.2086029052734	3	0.681308996565638	0.464181948801277	
200.4333_1	706334	6183512	17.3491606712341	3	-1.30519688302612	1.70353890346111	
200.4334_1	706252	6183609	17.3491606712341	3	-0.577045268951418	0.332981242419214	
200.4390_1	711258.02	6186843.97	30.2435665130615	3	0.945249677759557	0.893496953304547	
200.4395_2	710777.87	6186868.08	33.8412685394287	3	0.721039343081635	0.519897734271596	
200.4398_1	711312.94	6186736.8	30.2435665130615	3	1.14231535441667	1.30488436893607	
200.4399_1	711266.18	6186754.81	30.2435665130615	3	1.22899989740493	1.51044074782134	
200.4417_1	707237	6174251	9.40861892700195	3	10.4	108.16	
200.4455_1	713020.82	6180692.25	13.9601922035217	3	7.91450642615272	62.6394119696127	
200.4456_1	713028.86	6180917.46	13.9601922035217	3	4.54767654080857	20.6813619198206	
200.4545_2	708097.21	6186051.91	19.7523472309113	3	4.19191585544457	17.5721585391276	
200.4560_1	711191.71	6187009.28	31.9584739208221	3	0.741382711313854	0.549648324635081	
200.4562_1	716292.56	6184587.39	17.2085162401199	3	3.29921308410739	10.8848069743454	
200.4563_1	716214.79	6184835.88	17.2085162401199	3	3.81988695068629	14.5915363160234	
200.4564_1	716326.01	6184624.34	17.2085162401199	3	2.6209674688341	6.86947047268665	
200.4565_1	713451	6181134	19.3569941520691	3	5.46467192175293	29.8626392123949	
200.4574_1	711343	6186777	30.2435665130615	3	0.0709682713546762	0.00503649553907095	
200.4575_1	711333	6186800	30.2435665130615	3	-0.178161096954346	0.0317413764679759	
200.4576_1	711342	6186805	30.2435665130615	3	-0.504385658416748	0.254404892416496	
200.4658_1	716345.5	6184660.92	17.2085162401199	3	3.78553265834029	14.3302575073609	
200.4659_1	716283.82	6184708.61	17.2085162401199	3	3.82525870347981	14.6326041485481	
200.4660_1	716244.08	6184797	17.2085162401199	3	3.70812803627074	13.7502135333771	
200.4673_1	700843	6185329	5.39527082443237	3	2.60156752664185	6.76815359567737	
200.4674_1	700832	6185329	5.39527082443237	3	2.28151286199951	5.20530093946921	
200.4675_1	700823	6185335	5.39527082443237	3	2.13186341690063	4.54484162831925	
200.4676_1	700820	6185337	5.39527082443237	3	1.11535838653564	1.2440243304154	
200.4677_1	700813	6185344	5.39527082443237	3	1.19268654672241	1.42250119873263	
200.4678_1	700835	6185315	5.39527082443237	3	3.1375856086731	9.84444345175252	
200.4679_1	700827	6185321	5.39527082443237	3	2.077687353302	4.31678473807108	
200.4682_2	700812	6185344	5.39527082443237	3	0.382709567626952	0.146466613153208	
200.4684_2	700826	6185291	5.39527082443237	3	0.325858995483399	0.10618408493745	
200.4685_2	700828	6185319	5.39527082443237	3	0.419260817810057	0.175779633350758	
200.4686_2	700834	6185314	5.39527082443237	3	0.18584249432373	0.0345374326964655	
200.4698_1	706264.14	6183484.32	34.1857829093933	3	0.117548540451242	0.0138176593622173	
200.4727_1	716020.08	6184909.44	17.2085162401199	3	5.99301764221128	35.9162604598557	
200.4805_1	717887	6188090	34.4931316375732	3	3.70693223510742	13.7413465956785	
200.4806_1	717902.19	6188089.96	34.4931316375732	3	3.73071922902368	13.918265965807	
200.4807_1	717887	6188104	34.4931316375732	3	3.73138633309937	13.9232439668407	
200.4816_2	716873.82	6185087.86	24.7256808280945	3	3.11099418502093	9.67828481923403	
200.4816_3	716873.82	6185087.86	24.7256808280945	3	3.11349418502093	9.69384604015914	
200.4817_2	716920.17	6184679	16.4995219111443	3	4.05742007169295	16.4626576381768	
200.4817_3	716920.17	6184679	16.4995219111443	3	4.05992007169295	16.4829509885353	
200.4818_1	717555.82	6187983.04	33.9115943908691	3	3.58439230748764	12.8478682139766	
200.4818_2	717555.82	6187983.04	33.9115943908691	3	3.56439230748764	12.7048925216771	
200.4818_3	717555.82	6187983.04	33.9115943908691	3	3.57439230748764	12.7762803678268	
200.4877_1	707830.83	6179130.59	14.5110306739807	3	6.22931069079841	38.8043116824954	
200.4902_1	709788	6184520	23.247537612915	3	1.24251187866211	1.54383576861644	
200.4925_1	703088	6174623	10.5502166748047	3	1.29520202636719	1.67754828910567	
200.4942_1	703853	6185994	14.1384100914001	3	-2.15800005921936	4.65696425559076	
200.4967_1	717778.17	6184135.95	20.7370693683624	3	5.80894089556676	33.743794328188	
200.4967_2	717778.17	6184135.95	20.7370693683624	3	10.0289408955668	100.579655486771	
200.4976_2	700832	6185264.14	5.39527082443237	3	0.824529154692264	0.67984832693754	
200.5026_1	716800.15	6184252.78	19.6889510154724	3	4.20363395538892	17.6705384308987	
200.5027_1	716762.52	6184666.59	16.4995219111443	3	4.13404471381998	17.0903256958629	
200.5028_1	716981.22	6184886.09	16.4995219111443	3	4.08337115880511	16.6739200205614	
200.5032_1	717547.67	6188011.5	34.4931316375732	3	3.62437379402001	13.136085398779	
200.5042_1	711108	6181359	17.4362740516663	3	14.92	222.6064	
200.5083_1	708342.42	6184953.21	15.9508360624313	3	-0.395443828228881	0.156375821284313	
200.5089_1	712668	6175149	4.88074970245361	3	14.06	197.6836	
200.5100_1	712528	6175874	6.93327140808105	3	13.995	195.860025	
200.5105_1	701814	6181657.84	16.2632508277893	3	-2.44263557024408	5.96646852902163	
200.5115_1	712976	6185218	31.6715488433838	3	2.36715565603638	5.60342589990501	
200.5117_1	716837.09	6184743.02	16.4995219111443	3	4.07891379045147	16.6375377099352	
200.5117_2	716837.09	6184743.02	16.4995219111443	3	4.10891379045147	16.8831725373623	
200.5118_1	716775.24	6184728.09	16.4995219111443	3	3.93198611593515	15.4605148159068	
200.5118_2	716775.24	6184728.09	16.4995219111443	3	4.03198611593515	16.2569120390938	
200.5119_2	700617	6185227	5.39527082443237	3	-1.12203061353302	1.25895269770529	
200.5120_2	700539	6185195	5.39527082443237	3	-1.31620369197845	1.73239215877772	
200.5122_1	716567.68	6183929.04	21.2502274513245	3	4.56874204340473	20.873403859174	
200.5123_1	716576.66	6183915.89	21.2502274513245	3	4.55970590239191	20.7909179163076	
200.5124_1	716599.3	6183934.56	21.2502274513245	3	4.57154158389198	20.8989924532536	
200.5125_1	716591.61	6183898.55	21.2502274513245	3	4.44600499403488	19.7669604069831	
200.5126_1	716540.51	6183940.98	21.2502274513245	3	4.60397699029718	21.1966041271859	
200.5127_1	716555.1	6183897.44	21.2502274513245	3	4.35747236095129	18.9875653764544	
200.5133_2	700539	6185278	5.39527082443237	3	-1.5463636602478	2.39124056973498	
200.5134_3	700710	6185255	5.39527082443237	3	1.35921682815552	1.84747038594115	
200.5135_2	700693	6185164	5.39527082443237	3	-0.522567975280761	0.273077288789035	
200.5136_2	700517	6185149	5.39527082443237	3	-0.912637686912538	0.832907547573067	
200.5139_1	712303	6176122	7.89784097671509	3	13.7	187.69	
200.5145_2	707155	6174820	13.3959422111511	3	3.81613034915924	14.5628508417742	
200.5146_1	716858.87	6184722.1	16.4995219111443	3	4.02027385759442	16.1626018900571	
200.5180_1	712969.57	6185221.07	31.6715488433838	3	1.49037724539894	2.22122433360292	
200.5181_1	712045	6173851	6.52559232711792	3	9.4967	90.18731089	
200.5182_1	712025	6173898	6.52559232711792	3	9.7667	95.38842889	
200.5183_1	712015	6173847	6.52559232711792	3	9.5367	90.94864689	
200.5196_1	709406.35	6186458.48	28.0213241577148	3	-0.0947192258562968	0.00897173174681616	
200.5197_1	709266.38	6186793.63	17.5696744918823	3	1.09311383558394	1.19489785754503	
200.5199_1	708297.53	6187735.28	20.5968132019043	3	1.28641336400605	1.65485934309336	
200.5207_1	716792	6180013	15.4504728317261	3	-0.329939845962524	0.108860301953774	
200.5208_1	716296.54	6184605.59	17.2085162401199	3	3.60712556928693	13.0113548726035	
200.5216_1	717008	6176264	13.5254075527191	3	5.03114725794815	25.3124427311592	
200.5218_1	714798.83	6175518.29	10.7705354690552	3	12.7	161.29	
200.5219_1	714763.94	6175562.02	10.7705354690552	3	12.6	158.76	
200.5220_1	714807.2	6175597.42	10.7705354690552	3	12.8	163.84	
200.5250_2	716351	6181173	10.7526125907898	3	0.495421207649231	0.245442172988623	
200.5259_1	710055	6175111	8.34460210800171	3	13.4	179.56	
200.5260_1	710069	6175143	8.34460210800171	3	12.9	166.41	
200.5264_1	710805.8	6186982.8	33.8412685394287	3	0.892869771202818	0.797216428327773	
200.5268_1	710829.37	6186996.08	33.8412685394287	3	1.21662678614407	1.48018073676326	
200.5282_1	710065.09	6182864.21	21.6609086990356	3	8.44530679454429	71.323206853976	
200.5289_1	700797	6185569	5.24308824539185	3	2.64879416342163	7.0161105201765	
200.5289_2	700797	6185569	5.24308824539185	3	3.84379416342163	14.7747535707542	
200.5290_2	700788	6185581	5.24308824539185	3	1.17435435064697	1.37910814088347	
200.5290_3	700788	6185581	5.24308824539185	3	2.99435435064697	8.96615797723845	
200.5291_2	700772	6185580	5.24308824539185	3	1.18497094848633	1.40415614875659	
200.5291_3	700772	6185580	5.24308824539185	3	3.96497094848633	15.7209946223406	
200.5292_2	700777	6185562	5.24308824539185	3	1.15992301852417	1.34542140890222	
200.5292_3	700777	6185562	5.24308824539185	3	3.61992301852417	13.1038426600411	
200.5293_1	700884	6185796	5.24308824539185	3	0.300310118225099	0.0901861671083727	
200.5293_2	700884	6185796	5.24308824539185	3	1.9103101182251	3.64928474779319	
200.5294_1	700791	6185568	5.24308824539185	3	1.00965916677857	1.01941163305999	
200.5294_2	700791	6185568	5.24308824539185	3	2.57465916677856	6.62886982507689	
200.5295_2	700798	6185556	5.24308824539185	3	0.970221719421387	0.941330184836992	
200.5295_3	700798	6185556	5.24308824539185	3	2.35522171942139	5.54706934763423	
200.5296_1	700786	6185550	5.24308824539185	3	0.949435606384277	0.90142797067028	
200.5296_2	700786	6185550	5.24308824539185	3	3.47943560638428	12.1064721389747	
200.5303_1	700779	6185573	5.24308824539185	3	1.03402456033325	1.06920679137238	
200.5303_2	700779	6185573	5.24308824539185	3	3.74402456033325	14.0177199083786	
200.5304_1	700779	6185577	5.24308824539185	3	3.93628316824341	15.4943251805964	
200.5305_2	700798	6185545	5.24308824539185	3	1.18065054748535	1.39393571527746	
200.5305_3	700798	6185545	5.24308824539185	3	2.95065054748535	8.7063386533756	
200.5316_1	703736	6184748	17.2772138118744	3	-1.14164370825195	1.30335035659127	
200.5316_2	703736	6184748	17.2772138118744	3	-1.14164370825195	1.30335035659127	
200.5317_2	703758	6184680	17.2772138118744	3	1.42560927230835	2.03236179729154	
200.5330_1	713481.53	6181111.33	19.3569941520691	3	5.77975176894179	33.4055305105857	
200.5331_1	713498.19	6181106.96	19.3569941520691	3	5.7491925403324	33.0532148658137	
200.5332_1	713465.65	6181049.44	19.3569941520691	3	5.77189155902636	33.3147321691597	
200.5333_1	713457.74	6181090.99	19.3569941520691	3	6.08936857141415	37.0804095985264	
200.5334_1	713482.09	6181027.56	19.3569941520691	3	5.829977702296	33.9886400092685	
200.5395_1	713435	6181037	19.3569941520691	3	1.77581740419388	3.15352745303788	
200.5398_1	707852	6185681.9	13.4691381454468	3	-8.65214333282115	74.8595842516815	
200.5399_1	708773.52	6183954.28	25.1004402637482	3	3.89717074791752	15.187939838424	
200.5400_1	713336.4	6184290.86	20.0767224431038	3	4.76194815430423	22.6761502242814	
200.5493_2	710663	6181534	11.1392869949341	3	12.5	156.25	
200.5498_1	716867	6179975	11.7291188240051	3	-4.68967512798309	21.9930528060232	
200.5500_1	717755	6184121	20.7370693683624	3	4.90356886137009	24.0449875781983	
200.5505_1	709659.89	6185603.17	33.8638868331909	3	5.68436658674282	32.3120234924783	
200.5529_2	700893	6185534	5.24308824539185	3	0.365210587249756	0.133378773039311	
200.5530_1	700926	6185536	5.24308824539185	3	0.455831594665527	0.207782442695318	
200.5530_2	700926	6185536	5.24308824539185	3	3.04583159466553	9.27709010306275	
200.5531_2	700917	6185517	5.24308824539185	3	0.474677616302492	0.225318839418615	
200.5541_1	700926	6185531	5.24308824539185	3	3.00312986523438	9.01878898746264	
200.687B_1	701731	6183111	21.0250940322876	3	-0.897230013097762	0.805021696403411	
200.702_1	700541	6183149	23.9640512466431	3	-2.36178165380669	5.57801258025785	
200.723_1	700444	6182990	21.6374666690826	3	-2.37042889831543	5.6189331619689	
200.735_1	699481	6183059	13.6948328018188	3	-1.74600751200676	3.04854223198404	
201.3689_1	722574.35	6185173.2	23.5533351898193	3	3.63701947001507	13.2279106252687	
201.3746_1	721338	6180766	29.763090133667	3	2.83889070184326	8.05930041701213	
201.3757_1	719819.76	6187001.88	25.0635948181152	3	4.98984737720463	24.8985768477959	
201.3760_1	720924.86	6188470.33	25.5597124099731	3	4.02488017020748	16.1996603845294	
201.3760_2	720924.86	6188470.33	25.5597124099731	3	3.33488017020748	11.121425749643	
201.3788_1	718492.95	6181688.78	18.8482442647219	3	6.48349664554794	42.0357287528315	
201.3795_1	718871.21	6182793.8	24.0683518648148	3	7.49380312763128	56.1570853156964	
201.3795_2	718871.21	6182793.8	24.0683518648148	3	6.11710312763128	37.4189506740764	
201.3796_1	718239.13	6182396.41	19.0114935860038	3	6.60175995763256	43.5832345382007	
201.3796_2	718239.13	6182396.41	19.0114935860038	3	6.61325995763256	43.7352072672262	
201.3797_2	719410.55	6182526.25	26.590943813324	3	8.41065752025847	70.7391599230803	
201.3797_3	719410.55	6182526.25	26.590943813324	3	14.7306575202585	216.992270979147	
201.3819_1	720931.81	6188489.27	25.5597124099731	3	3.71274328622884	13.7844627094373	
201.3821_3	721438	6178076	18.4915776252747	3	-5.25521122631836	27.6172450332225	
201.3823_2	722565	6178031	13.2193956375122	3	-1.36440180608749	1.86159228845482	
201.3854_1	722032	6177326	11.0473718643188	3	-5.37780302882385	28.920765416827	
201.3873_1	720881.13	6186131.09	18.333333671093	3	6.57883196844137	43.2810300689862	
201.3880_1	718555.19	6181780.88	17.081484079361	3	6.60478654516303	43.6232053071666	
201.3933_2	722567	6178037	13.2193956375122	3	-2.96507823228073	8.79168892354502	
201.3934_1	722190	6179047	14.2389540672302	3	-3.93515393005371	15.4854364532172	
201.4760_3	721435	6178066	18.4915776252747	3	-3.15051832214355	9.92576569816224	
201.5117_1	720480.05	6187006.61	26.7740883827209	3	1.59151939258679	2.53293397697982	
201.5117_2	720480.05	6187006.61	26.7740883827209	3	1.59151939258679	2.53293397697982	
201.5137_1	719339.11	6185060.4	26.0348634719849	3	6.81498851108311	46.4440684061948	
201.5140_1	724330.5	6174613.52	7.62718343734741	3	-3.65984160858819	13.3944405999534	
201.5141_1	724330.26	6174626.02	7.62718343734741	3	-4.25195053290661	18.0790833342848	
201.5142_1	724195	6174510.84	7.62718343734741	3	-2.33491994663731	5.45185115720477	
201.5143_1	724170.01	6174510.34	7.62718343734741	3	-2.14834163157961	4.61537176597815	
201.5144_1	724170.5	6174485.35	7.21754813194275	3	-2.37143776722298	5.62371708381149	
201.5145_1	724195.5	6174485.84	7.21754813194275	3	-2.90843759128555	8.45900922240292	
201.5146_1	719757.31	6184786.17	22.1109561920166	3	7.08531071393189	50.201627912958	
201.5148_1	719002.38	6181977.56	18.9038186073303	3	7.12121657194585	50.7117254645563	
201.5153_1	718966.64	6182164.51	22.3459153175354	3	6.98411142604005	48.7778124113432	
201.5154_1	718983.68	6182094.67	22.3459153175354	3	6.41069924923566	41.0970648641506	
201.5161_1	725902	6174272	9.34809255599976	3	-4.7169975128212	22.2500655359614	
201.5162_1	725937	6174415	9.34809255599976	3	-4.52726379864693	20.496117502539	
201.5175_1	722458	6180924	28.5569705963135	3	4.23053074874878	17.8973904161089	
201.5192_1	719091.07	6182004.67	22.819878578186	3	7.33601060773525	53.8170516368041	
201.5204_2	725010.47	6175001.98	5.63641691207886	3	-1.51441924987804	2.29346566440118	
201.5206_2	725010.47	6175001.98	5.63641691207886	3	-1.54441924987804	2.38523081939386	
201.5210_1	718975.03	6182135.02	22.3459153175354	3	7.2912152409104	53.1618196892841	
201.5210_2	718975.03	6182135.02	22.3459153175354	3	7.2912152409104	53.1618196892841	
201.5210_3	718975.03	6182135.02	22.3459153175354	3	7.3412152409104	53.8934412133751	
201.5210_4	718975.03	6182135.02	22.3459153175354	3	7.3712152409104	54.3348141278297	
201.5211_1	718969.21	6182126.18	22.3459153175354	3	7.35884075433163	54.1525372476122	
201.5211_2	718969.21	6182126.18	22.3459153175354	3	7.25884075433163	52.6907690967458	
201.5211_3	718969.21	6182126.18	22.3459153175354	3	7.67884075433163	58.9645953303844	
201.5211_4	718969.21	6182126.18	22.3459153175354	3	17.3288407543316	300.288721888985	
201.5231_2	723009.39	6175037.61	4.15068405866623	3	-2.86092138099505	8.18487114823463	
201.5274_1	723992	6185152	16.4209537506104	3	-1.73545058243561	3.01178872407609	
201.5275_1	724050	6185120	10.4326701164246	3	-1.78827436637878	3.19792520944744	
201.5276_1	724179.17	6184956.95	10.4694499969482	3	-1.64681439997769	2.71199766797389	
201.5277_1	724126.1	6185170.31	10.4326701164246	3	-1.69031303896064	2.85715816968036	
201.5278_1	724125.14	6185170.06	10.4326701164246	3	-1.80584157623577	3.26106379846169	
201.5279_1	724148	6185103	10.4326701164246	3	-1.81846914839554	3.3068300436664	
201.5280_1	724148	6185102	10.4326701164246	3	-1.81812909510803	3.30559340647835	
201.5281_1	724058	6185126	10.4326701164246	3	-1.7849154128418	3.1859230310002	
201.5282_1	724058	6185126	10.4326701164246	3	-1.6849154128418	2.83893994843184	
201.5284_1	724275.44	6185177.25	10.4326701164246	3	-1.88814587180816	3.56509483322619	
201.5285_1	724301.19	6185045.42	10.4326701164246	3	-1.86596487520382	3.48182491549441	
201.5286_1	724300.16	6185045.23	10.4326701164246	3	-1.92217619955947	3.69476134215289	
201.5291_1	724083	6185141	10.4326701164246	3	-1.77341948130226	3.14501665666238	
201.5293_2	718468.05	6182308.04	19.0114935860038	3	6.67265326619252	44.5243016108297	
201.5307_1	724132.1	6185263.35	10.4326701164246	3	-2.58012401146509	6.65703991453871	
201.5308_1	724132.1	6185263.35	10.4326701164246	3	-2.48012401146509	6.15101511224569	
201.5310_1	724132.1	6185263.35	10.4326701164246	3	-2.48012401146509	6.15101511224569	
201.5326_1	722180.08	6183821.84	24.0752015113831	3	1.29264551989358	1.67093244010096	
201.5327_1	722189.35	6183810.68	24.0752015113831	3	1.45922789504585	2.12934604967994	
201.5327_2	722189.35	6183810.68	24.0752015113831	3	1.45922789504585	2.12934604967994	
201.5346_1	719884.73	6184886.68	22.1109561920166	3	7.22000047162903	52.1284068103234	
201.5346_2	719884.73	6184886.68	22.1109561920166	3	7.21000047162903	51.9841068008909	
201.5348_1	719815.26	6184863.04	22.1109561920166	3	7.00503318868025	49.0704899745118	
201.5348_2	719815.26	6184863.04	22.1109561920166	3	7.02503318868025	49.351091302059	
201.5373_1	721077.54	6181547.19	27.0822510719299	3	1.19866861232644	1.4368064421766	
201.5376_1	724596.5	6185517.48	10.7920279502869	3	-2.32788886796225	5.41906658158259	
201.5377_1	724609.66	6185521.31	10.7920279502869	3	-1.84089599794115	3.38889807523575	
201.5378_1	724612.92	6185513.76	10.7920279502869	3	-4.18690793784303	17.530198079973	
201.5385_1	724323.74	6185348.46	10.4326701164246	3	-2.0405512176845	4.16384927199368	
201.5419_1	719673.13	6182830.13	28.1694142520428	3	8.28006657524385	68.5595024904705	
201.5420_1	719859.93	6184862.8	22.1109561920166	3	7.08068858189857	50.1361507938288	
201.5421_1	719864.29	6184853.46	22.1109561920166	3	9.36852152935047	87.7691956459032	
201.5421_2	719864.29	6184853.46	22.1109561920166	3	7.13852152935046	50.9584896250001	
201.5422_1	719760	6184841	22.1109561920166	3	8.5703153566742	73.4503053128455	
201.5423_1	719831.55	6184790.48	22.1109561920166	3	7.2798812397193	52.996670864417	
201.5423_2	719831.55	6184790.48	22.1109561920166	3	7.2848812397193	53.0694946768142	
201.5425_1	719832.57	6184741.42	22.1109561920166	3	7.32657190249151	53.6786558423781	
201.5426_1	719798.27	6184741.14	22.1109561920166	3	6.85725691812204	47.0219724411326	
201.5427_1	719861.68	6184846.86	22.1109561920166	3	9.36569782448951	87.7162957396476	
201.5428_1	719685.23	6184708.47	22.1109561920166	3	7.25941114736719	52.699050206519	
201.5429_1	719625.45	6184823.75	22.1109561920166	3	7.11859572189829	50.6744050518287	
201.5430_1	719961.94	6184694.9	22.1109561920166	3	9.48971843271095	90.0547559321339	
201.5431_1	719646.44	6184846.96	22.1109561920166	3	7.87895220332398	62.0778878222638	
201.5447_1	718398.38	6188571.35	30.5273723602295	3	5.85227783590558	34.2491558686317	
201.5448_1	718395.9	6188570.44	30.5273723602295	3	1.08988833339583	1.18785657927234	
201.5449_1	718385.99	6188584.66	30.5273723602295	3	3.91172615633297	15.3016015221395	
201.5544_1	719739.06	6182726.46	28.1694142520428	3	8.6191331310936	74.2894559315153	
201.5545_1	719829.34	6182832.22	28.1694142520428	3	8.45557860331167	71.4968095167821	
201.5673_1	719809.24	6182778.82	28.1694142520428	3	8.61276710235684	74.1797571594403	
201.5686_1	720036.67	6182653.02	27.1416356563568	3	8.75550136827935	76.6588042099415	
