NOVANAID	XUTM	YUTM	Z	Ave_WATLEV	DATE	COMP_LAYER
199.1071_1	696117	6180053	-26.5	1.84	13-06-2007	5
199.1099_1	680960	6186009	-4.3	14.57	14-06-2007	5
199.1112_1	689863	6180334	-15.5	0.7	16-06-2007	5
199.1132_2	697438	6173450	2.7335	12.8	18-06-2007	5
199.997_2	688433.1	6186316.1	-14.81	6.1867	21-06-2007	5
200.152_1	701989	6180363	3.15	6.6667	23-06-2007	5
200.3662_1	707582	6188379	-4.9718	20.3	8-07-2007	5
200.3748_1	701206	6181941	-29.2666	2.3	15-07-2007	5
203.33B_1	637653	6169552	-20.5	10.6843	25-02-2008	5
203.476_1	634230	6171858	-20	3.6388	26-02-2008	5
203.575_1	636682	6168322	-26.9793	9.76	28-02-2008	5
203.576_1	634924	6166797	-12	10.38	29-02-2008	5
203.578_1	632506	6170989	-18.4	0.41	1-03-2008	5
203.579_1	632311	6170614	-19.4578	0	2-03-2008	5
203.584_1	632042	6171560	-18.0259	0.2	3-03-2008	5
206.845_1	682295	6167834	8.25	39.653	15-04-2008	5
207.3764_3	707468	6165194	-5.2529	-2.3	28-05-2008	5
207.3952_1	707731	6165588	-4.9486	-0.9	29-05-2008	5
208.2273_1	731363	6170460	-10.1416	-0.5	1-09-2008	5
208.2599_1	731416	6168476	-9.6	0.21	17-09-2008	5
208.2600_1	731029	6168585	-10.2	0.4	18-09-2008	5
208.2601_1	730921	6168827	-9.65	0.6	19-09-2008	5
208.2602_1	731079	6168580	-9.3	1.18	20-09-2008	5
208.3879_1	730842.56	6168453.26	-8.8	-0.2	14-11-2008	5
209.28_1	640765	6147514	-9.5	1.9129	4-12-2008	5
210.550_1	661998	6146371	-15.5	31.465	8-12-2008	5
210.639_1	659995	6149223	-9.54	31.89	11-12-2008	5
210.804_1	662180	6146684	-3	31.3	19-12-2008	5
213.515_1	701680	6154764	-7	-0.1933	17-02-2009	5
213.516_1	701995	6152250	-4.5354	-0.27	18-02-2009	5
214.447_1	635850	6135849	-22.7	-1.0254	26-02-2009	5
214.537_1	642120.72	6140079	-9.94	1.266	27-02-2009	5
215.26_1	651534	6128803	1	15.5155	4-03-2009	5
215.445_1	652954	6129763	-6.5	22.0877	5-03-2009	5
215.626_1	648512	6131793	-13.1699	10.9959	6-03-2009	5
215.701_1	660796	6139842	-1	16.586	7-03-2009	5
215.702_1	660977	6139860	-7	19.713	8-03-2009	5
215.776_1	661125	6138985	5.5	12.79	11-03-2009	5
221.1034_1	676520	6124668	-7.5	12	7-06-2009	5
181.81_1	693444	6218868	5.4017	0.4	16-06-2009	5
181.82_1	693163	6218623	13.6	-0.01	17-06-2009	5
181.84_1	693464	6218881	5.4017	2	18-06-2009	5
181.85_1	693919	6219321	17.3	4.09	19-06-2009	5
181.86_1	693911	6219315	7.8647	3.8	20-06-2009	5
181.88_1	693258	6218714	4.4011	0.7	21-06-2009	5
181.89_1	693983	6219362	14	-0.4	22-06-2009	5
181.90_1	693965	6219343	15	0.1	23-06-2009	5
181.91_1	694288	6219594	0.9146	11	24-06-2009	5
181.93_1	694421	6219682	-2.0737	1	25-06-2009	5
181.94_1	693958	6219354	14.95	0.19	26-06-2009	5
181.95_1	693950	6219347	14.95	0.19	27-06-2009	5
181.98_1	693934	6219330	15.1	0.2	30-06-2009	5
182.261_1	701902	6218721	-9.5	23.6	2-07-2009	5
182.350_1	708589	6218823	-11.5	5	3-07-2009	5
182.355_1	715254	6219140	1.7	14.4	4-07-2009	5
183.16_1	718766	6220377	-13.59	11.23	8-07-2009	5
183.24_1	718777	6220411	-13.79	10.9	11-07-2009	5
183.34_1	719206	6219384	-4.4632	21.84	14-07-2009	5
183.35_1	719401	6219185	-7.0727	22.2	15-07-2009	5
183.41_2	719142	6219307	0.64	22	17-07-2009	5
186.168_1	688884	6208738	-9	0.16	29-07-2009	5
186.219_1	696867	6203562	-13.4	7.47	31-07-2009	5
186.409_1	684451	6207336	-21.53	0.62	7-08-2009	5
186.485_1	683733	6209937	-9.5	3.2	12-08-2009	5
186.493_1	688520	6205588	-17.5	0.55	14-08-2009	5
186.50_1	689270	6205346	-14.57	2.11	15-08-2009	5
186.529_1	691696	6208476	-6.4	6.5	17-08-2009	5
186.577_1	689089	6205297	-16.95	1.88	20-08-2009	5
186.595_1	688722	6205294	-21.04	1.01	21-08-2009	5
186.624_1	689568	6204859	-21.62	2.81	22-08-2009	5
186.636_1	689463	6210310	-12.6282	4.09	23-08-2009	5
186.651_1	689094	6205132	-20.3	2.03	25-08-2009	5
186.707_1	688755	6205683	-20.01	1.1	1-09-2009	5
186.76_1	688908	6208755	-7.8	1.82	3-09-2009	5
186.790_1	682568	6206069	-25.7	5.06	5-09-2009	5
186.854_5	694230	6216865	-3.21	7.32	20-09-2009	5
186.861_1	685232	6207414	-11.6	5.15	21-09-2009	5
186.864_1	685158	6207562	-9.7	5	27-09-2009	5
187.1003_1	704502	6210133	1.8	29	30-09-2009	5
187.1011_1	714354	6215620	-17	17	1-10-2009	5
187.1102_1	717392	6211190	0.8083	30.65	5-10-2009	5
187.1158_1	716971	6211001	-6.79	23.8	8-10-2009	5
187.1347_1	708468	6216007.3	16.6	21.0675	16-10-2009	5
187.1390_1	708459	6215990.1	19.84	20.91	19-10-2009	5
187.1391_1	708430.7	6216005.5	17.58	21.03	20-10-2009	5
187.1392_1	708465	6215972.2	20	20.46	22-10-2009	5
187.1395_1	708463.6	6216007.2	17.4	20.76	23-10-2009	5
187.1396_1	708497.2	6215971	17.8	20.68	25-10-2009	5
187.1397_1	708473	6215948.8	19.4821	22.64	27-10-2009	5
187.1398_1	708454.6	6215943	19.4821	20.97	28-10-2009	5
187.1398_2	708454.6	6215943	21.2	22.91	29-10-2009	5
187.1414_1	708457.8	6215991.8	19.95	20.78	3-11-2009	5
187.1415_1	708458.6	6215986.6	19.4821	20.21	4-11-2009	5
187.420_1	715695	6207802	5.25	21.09	10-11-2009	5
187.456_1	714625	6215970	6.63	21.63	12-11-2009	5
187.458_1	716397	6210545	12.5	30	13-11-2009	5
187.478_1	714558	6216046	3.27	19.81	14-11-2009	5
187.690_1	714835	6215877	-7.5808	20.42	19-11-2009	5
187.918_1	714696	6215953	-10.73	20.03	22-11-2009	5
187.994_1	717237	6210745	10.02	26.02	28-11-2009	5
188.1033_1	718712	6210551	12.25	27.4	30-11-2009	5
188.1034_1	718596	6210389	11.19	27.05	1-12-2009	5
188.1041_1	722277	6214412	22.72	39.885	2-12-2009	5
188.1041_2	722277	6214412	14.1728	39.98	3-12-2009	5
188.1061_3	722537	6214200	20.23	39.92	20-12-2009	5
188.1079_1	717725.6	6207996.9	1.3552	16.23	24-12-2009	5
188.266_1	721373	6214065	4.8424	40.69	8-01-2010	5
188.313_1	719764	6216706	5.7762	28	9-01-2010	5
188.321_1	719692	6216674	10.2	28.36	11-01-2010	5
188.395_1	717664	6210846	19	49	17-01-2010	5
188.594_1	720140	6218740	-6.35	19.7	21-01-2010	5
188.651_1	720379	6215898	13.31	29.8	22-01-2010	5
188.799_1	720239	6216181	16.99	29.27	28-01-2010	5
188.821_1	718012	6213582	9.81	27.33	29-01-2010	5
188.861_1	720029	6216345	11.18	28.96	4-02-2010	5
188.874_1	720143	6214446	17.17	29.92	6-02-2010	5
188.889_1	719990	6214745	7.86	29.31	9-02-2010	5
188.924_2	723143	6215054	23.88	33.4	15-02-2010	5
188.925_1	722512	6215287	12.22	37.76	16-02-2010	5
191.121_1	662690.5	6193894.69	-21.5	4.2	15-03-2010	5
192.1078_1	691884	6198279	-0.45	17.73	19-03-2010	5
192.326_1	694343	6189685	-10	6.88	23-04-2010	5
192.327_1	694737	6193093	-4.375	8	24-04-2010	5
192.612_1	695592.76	6188948.13	-5.58	7.87	2-05-2010	5
192.658_1	694719.2	6189972.66	-3.59	7.33	9-05-2010	5
192.676_1	694600	6196501	-5.93	6.24	10-05-2010	5
192.723_1	698644	6200700	-0.74	12.25	14-05-2010	5
192.785_1	694125.47	6190348.11	-11.46	6.73	19-05-2010	5
193.1026_1	710368	6196421	-3.8	36.85	12-06-2010	5
193.1075_1	699795	6193681	3.2	16.9	14-06-2010	5
193.1096_1	704829	6190073	4.7	30.32	15-06-2010	5
193.1126_1	704572.9	6192621	-1.53	31.61	18-06-2010	5
193.1133_1	701944	6195912	-3.15	26.03	19-06-2010	5
193.1223_1	706495	6189235	3.2	23.3	28-06-2010	5
193.1231_1	707043	6192443	1.17	35.56	29-06-2010	5
193.1232_1	706108	6191357	9.45	30.74	30-06-2010	5
193.1237_1	700568	6196567	8.0965	24.05	1-07-2010	5
193.1249_1	704814	6196515	8.4	32.3	3-07-2010	5
193.1268_1	704351.98	6191083.34	0.77	29.88	5-07-2010	5
193.1291_1	707073	6196614	-4.33	36.68	7-07-2010	5
193.1323_1	708386	6200155	5.8	37.2	10-07-2010	5
193.1376_1	699956.35	6192168.2	-1.61	20.25	2-08-2010	5
193.1379_1	709736.74	6188610.77	-26.3	18.0175	5-08-2010	5
193.1379_2	709736.74	6188610.77	-2.3	18.0125	6-08-2010	5
193.1380_2	709695.36	6188861.79	-22.14	17.83	9-08-2010	5
193.1380_3	709695.36	6188861.79	-8.64	18.146	10-08-2010	5
193.1393_1	705100	6196713	0.91	32.6	11-08-2010	5
193.1502_2	709786.29	6195558.06	8.91	37.195	22-08-2010	5
193.1570_1	712419.13	6191492.77	16.38	30.81	30-08-2010	5
193.1874_1	700619	6189962	1	18.44	15-09-2010	5
193.1945_1	717849.9	6190625.54	-27.5	19.955	29-09-2010	5
193.1946_1	717892.04	6190654.28	-34.41	17.71	30-09-2010	5
193.2167_1	709754	6191749	-0.2	32.8	2-12-2010	5
193.575_1	717604	6196294	-3.2	28.98	28-12-2010	5
193.630_1	705098	6194450	2.3	41.9	1-01-2011	5
193.641_1	716879	6200065	1.76	23.02	4-01-2011	5
193.646_1	706126	6191404	14.26	31.04	5-01-2011	5
193.738_1	704155	6197216	11.27	29.6	8-01-2011	5
193.795_1	703900	6189159	1.4191	24.02	10-01-2011	5
193.797_1	706540	6189987	0.5	27.57	11-01-2011	5
193.819_1	711249	6189845	-10	21.09	12-01-2011	5
193.968_1	704538	6190230	8	28.29	14-01-2011	5
193.972_1	707148	6197816	13	36.04	16-01-2011	5
193.975_1	715582	6194357	-5.2	31.48	17-01-2011	5
194.125_1	722178.55	6192891.7	-32.0053	7.82	18-01-2011	5
194.36_1	718452	6200102	-17.9	10.33	26-01-2011	5
194.653_1	719133	6200517	-7.85	10.4	31-01-2011	5
194.762_1	718901.66	6198310.7	-2.27	22.87	9-02-2011	5
194.904_1	720038.87	6191737.61	-39.1	17.89	11-02-2011	5
196.55_1	640758	6177325	-25	2	19-03-2011	5
197.146_1	659405	6172802	-47	11.8	22-03-2011	5
197.177_1	660425	6179585	-36.9	3.9	23-03-2011	5
197.179_1	660508	6179651	-37.25	5.66	24-03-2011	5
197.276_1	653018	6177555	-31.6399	6.13	25-03-2011	5
197.284_1	656651.85	6178039.87	-43	5.0015	26-03-2011	5
197.304_1	657440.61	6173139.37	-25.83	10.1777	29-03-2011	5
197.328_1	657954.5	6180698.5	-34.5	6.47	31-03-2011	5
197.538_1	652694	6173979	-21.1	9.3114	7-04-2011	5
197.67_1	648636	6176050	-18.4	49.7	8-04-2011	5
197.85_1	647703	6175746	-16	59.72	10-04-2011	5
197.95_1	646061	6176315	-24.5	21	11-04-2011	5
198.289_1	664354	6181025	-23.1345	7	15-04-2011	5
198.291_1	665398.1	6173141.4	-29.65	20.14	16-04-2011	5
198.303_1	679670	6186123	-14.2	11.4	17-04-2011	5
198.445_1	674590.8	6174048.3	-18.4459	15.18	19-04-2011	5
198.51B_1	668242	6177703	-21.6	3.8	24-04-2011	5
198.664_1	662778.57	6173913.75	-15.52	7.79	29-04-2011	5
198.686_1	670380	6181154	-27.475	7.0867	7-05-2011	5
198.686_3	670380	6181154	-23.975	7.085	13-05-2011	5
198.687_2	670378	6181154	-25.675	6.79	20-05-2011	5
198.687_4	670378	6181154	-22.325	6.805	21-05-2011	5
198.703_1	662086.11	6174129.69	-29.44	10.7	29-05-2011	5
198.84_1	665708.6	6177945.1	-19.2617	7.23	3-06-2011	5
199.1195_1	696059.8	6186453	-0.9665	5.48	12-06-2011	5
199.1197_1	696768.13	6183993.22	-15.8358	3.26	13-06-2011	5
199.1209_1	696028	6186500	1.82	6.83	20-06-2011	5
199.1210_1	696105.6	6186487.3	0.78	6.82	21-06-2011	5
199.1211_1	696043.2	6186417.3	-1	6.82	22-06-2011	5
199.1214_1	696110.9	6186425.6	-0.0862	6.77	24-06-2011	5
199.1217_1	689198.3	6185948	-8.63	3.03	25-06-2011	5
199.1218_1	689181.1	6185894.4	-9.56	2.975	26-06-2011	5
199.1219_1	689064.1	6185974.5	-9.96	3.035	28-06-2011	5
199.1220_1	689114	6186001.7	-10.3946	3.15	30-06-2011	5
199.1226_1	689126.1	6186046.58	-9.49	3.1	1-07-2011	5
199.1227_1	689199.5	6186010.5	-9.89	3.13	2-07-2011	5
199.1228_1	689224.6	6185975.5	-10.9	3.09	3-07-2011	5
199.1229_1	689138.5	6185906.9	-8.94	3.13	5-07-2011	5
199.1230_1	689098.3	6185986.9	-9.31	3.13	6-07-2011	5
199.126_1	686715	6183343	-14.605	24.45	18-07-2011	5
199.139_1	699014	6184033	-22.3	4.29	25-07-2011	5
199.735_1	685678	6184086	-17.025	16.97	11-08-2011	5
199.752_1	683387	6175024	-16.5	9.5	12-08-2011	5
199.818_1	689185	6185820	-12.66	3.06	19-08-2011	5
199.833_1	698736	6183330	-10.26	3.71	21-08-2011	5
199.864_1	680716.94	6179373.5	-18.1	3.2683	28-08-2011	5
199.886_1	691660	6184472	-17.368	4.12	30-08-2011	5
199.887_1	691693	6184289	-19.9191	5.32	31-08-2011	5
199.890_1	691482	6184054	-20.175	-0.04	2-09-2011	5
199.906_1	694738	6186218	-6.61	5.2	5-09-2011	5
199.911_1	686042	6180815	-34.93	5.64	6-09-2011	5
199.924_1	689050	6185769	-19	2.96	8-09-2011	5
199.957_1	695409	6188034	1.05	8.4	12-09-2011	5
199.963_1	685752	6181591	-25.54	7.7	14-09-2011	5
199.967_1	690710	6187015	-8.785	2.06	15-09-2011	5
199.970_1	687129	6187774	-2	11.6	18-09-2011	5
200.1353_1	703996	6185514	-11.96	9.55	26-09-2011	5
200.1596_1	703413	6186736	4	15.06	9-10-2011	5
200.175_1	706239	6186775	-25.9	13.325	12-10-2011	5
200.2233_1	703720	6186885	6.5	14.21	20-10-2011	5
200.2241_1	703544	6186754	3.8	13	22-10-2011	5
200.2243_1	703918.38	6187015	1.4912	14.79	23-10-2011	5
200.247_1	702545	6185302	1.9	12.7	1-11-2011	5
200.2480_1	704426	6186197	-8.5	10.24	2-11-2011	5
200.2655_1	700675	6182894	-34.2	-1.74	5-11-2011	5
200.3157_1	702258	6183942	-7.62	7.89	27-11-2011	5
200.3172_1	701530.4	6187614.98	2.61	15.69	29-11-2011	5
200.3192_1	699738	6183521	-29.0034	3.92	3-12-2011	5
200.3255_1	711645.44	6187319.63	-25.79	15.6914	13-12-2011	5
200.3310_1	711634.99	6187366.74	-27.22	16.0337	19-12-2011	5
200.3355_1	707812	6182521	-5.5	17.1	26-12-2011	5
200.3396_1	707354	6187201	-31.65	14.79	3-01-2012	5
200.3435_1	709605.23	6187028.32	-28.28	15.5067	15-01-2012	5
200.3435_2	709605.23	6187028.32	-21.28	14.72	16-01-2012	5
200.3437_1	709222.72	6187925.37	-33.75	16.5917	20-01-2012	5
200.4348_2	716120	6185781	-5.4	17.88	18-02-2012	5
200.4395_1	710777.87	6186868.08	-27.15	14.1	20-02-2012	5
200.4425_2	707234.77	6184992.78	-15.12	9.542	27-02-2012	5
200.4426_1	707305.4	6185085.73	-16.6464	9.4323	28-02-2012	5
200.4545_1	708097.21	6186051.91	-22.14	10.385	7-03-2012	5
200.4682_1	700812	6185344	5.19	10.39	29-03-2012	5
200.4683_2	700858.67	6185346	5.5242	10.4967	1-04-2012	5
200.4684_1	700826	6185291	3.6974	9.775	2-04-2012	5
200.4817_1	716920.17	6184679	-4.61	20.1025	21-04-2012	5
200.4976_1	700832	6185264.14	3.6974	9.92	23-05-2012	5
200.4977_1	700798.87	6185286.94	3.8148	14.82	25-05-2012	5
200.5036_1	704516.65	6186266.77	-16.98	10.07	2-06-2012	5
200.5037_1	704516.53	6186267.72	-11.3397	10.1	3-06-2012	5
200.5258_1	704014	6187803	0	15.3	19-08-2012	5
200.5317_1	703758	6184680	-16.4381	11.5	27-09-2012	5
200.5531_1	700917	6185517	6.66	11.17	29-10-2012	5
201.230_1	719362	6185989	-38	24	6-12-2012	5
201.232_1	720935	6186017	-22	23	7-12-2012	5
201.3734_1	719531.82	6181510.16	-18.14	16.63	21-12-2012	5
201.5424_1	719829.54	6184749.27	-19.6	16.9	14-06-2013	5
203.519_1	640546	6171828	-22.125	5.1	4-11-2013	5
204.168_1	658842	6166812	-5	24.66	6-11-2013	5
204.196_1	645468	6171794	-23	1.95	8-11-2013	5
204.252_1	656336.39	6171808.18	-10.25	11.7271	9-11-2013	5
204.524_1	657216	6171261.5	-12.8	10.6255	18-11-2013	5
205.326_1	671577.7	6170302.3	5	31.5	25-11-2013	5
205.333_1	673855.7	6171350.2	-32	17.6	27-11-2013	5
205.41B_1	672745	6172484	-23.45	26.3	29-11-2013	5
205.447_1	663603.33	6171987.33	-2.58	15	1-12-2013	5
205.48B_1	668108.8	6170865.5	-11.5	20.13	5-12-2013	5
205.668_1	673969.8	6171019.2	-27.3	18.3174	9-12-2013	5
206.1278_1	698238	6167527	28.1167	35.49	6-01-2014	5
206.1558_1	690131.81	6172636.27	-18.9482	1	16-01-2014	5
206.1605_1	683778.81	6171243.54	-1.8801	14.85	18-01-2014	5
206.1609_1	680907	6168061	17.89	39.07	22-01-2014	5
206.1609_2	680907	6168061	21.97	38.9543	23-01-2014	5
206.1724_2	699092	6167999	29	33.2	19-02-2014	5
207.3863_1	707743.78	6165645.74	-4.9377	-3.1	27-07-2014	5
207.3864_1	707685.8	6165787.87	-4.4788	-3.3	28-07-2014	5
207.3866_1	707853.07	6165727.17	-5.4537	-3	29-07-2014	5
207.3934_1	707798	6165444	-5.0203	-3.005	21-08-2014	5
207.3936_1	707718	6165529	-4.9486	-3.76	22-08-2014	5
207.3939_1	707738	6165464	-5.0203	-3.455	23-08-2014	5
207.3942_1	707488	6165314	-4.365	0.61	24-08-2014	5
207.3946_1	707803	6165474	-5.2515	-2.79	25-08-2014	5
207.3947_1	707761	6165577	-5.1	-4.86	26-08-2014	5
207.3949_1	707883	6165544	-5.2501	-5.37	27-08-2014	5
207.3957_1	707748	6165544	-4.9486	-4.39	28-08-2014	5
207.4034_1	707987.5	6166855.26	-6.7581	-0.2	7-09-2014	5
207.4035_1	708399.88	6167235.27	-3.3845	1.3	8-09-2014	5
207.4036_1	708709.67	6167491.15	-2.52	-0.2	9-09-2014	5
207.4037_1	708210.62	6167690.07	-2.2979	4	10-09-2014	5
207.4039_1	707709.39	6167196.98	-5.5622	2.4	11-09-2014	5
207.4040_1	708012.52	6167092.27	-5.7058	0.6	12-09-2014	5
209.202_2	639856	6150285	-13.5	10	8-01-2015	5
210.1026_1	658417	6155486.5	-19.08	27.3125	10-01-2015	5
210.529_1	653708	6144387	-7.5993	31	13-01-2015	5
211.467_1	662653	6149546	-2	32.6	20-01-2015	5
212.1192_1	699186	6153530	0.5105	3.4	7-02-2015	5
212.132_1	698781	6147205	6.5	18	27-02-2015	5
213.613_2	701085	6151824	-2.05	-0.5	10-04-2015	5
213.624_2	702268.42	6150352.45	-4.445	0.4	15-04-2015	5
213.642_2	701978.32	6151222.79	-3.74	0.41	18-04-2015	5
213.643_2	701981.07	6150982.1	-3.7	0.4	20-04-2015	5
213.644_2	701985.8	6150834.95	-3.74	0.7	22-04-2015	5
213.645_2	702201.1	6150725.08	-4.77	0.4	24-04-2015	5
213.671_1	701030	6152140	-2.306	-0.4	25-04-2015	5
215.1026_1	648876	6129411	-19.1	6.92	30-04-2015	5
215.1027_1	648613	6129552	-20.7	7	1-05-2015	5
215.98_1	657691	6128159	9	24.3	6-05-2015	5
216.629_1	679127	6128154	-2.5	27.2167	15-05-2015	5
217.1084_1	687730	6135127	21.5	30.34	21-05-2015	5
217.1095_1	687785	6135187	20.2	31.67	22-05-2015	5
217.1096_1	687967	6135012	23.9	31.6	23-05-2015	5
182.393_1	711406.27	6221570.56	-58	4.9	7-01-2007	7
184.51_1	654514	6204122	-30.6971	5.9	14-01-2007	7
187.1049_1	708240	6218395	-48.15	6.8925	31-01-2007	7
187.1251_1	712187	6211758	-52.5	12.76	4-02-2007	7
187.1257_1	711679	6217875	-31.7	12.46	5-02-2007	7
187.1266_1	711734	6217651	-28.9	8.5	6-02-2007	7
188.917_1	719593	6212288	-41.23	27.01	13-02-2007	7
192.946_1	696508	6191971	-11.66	10.2	11-03-2007	7
193.1441_1	702170	6198247	-9.37	7.4	23-03-2007	7
193.1471_1	711162	6192409	-5.3	33.56	29-03-2007	7
210.352_1	645302	6144581	-33.8	2.5633	5-12-2008	7
210.354_1	645373	6144818	-27.3	2.9167	6-12-2008	7
210.400_1	650230	6148650	-30.35	15.3375	7-12-2008	7
210.583_1	650220	6148840	-24.8	18.0475	10-12-2008	7
211.41_1	663567	6148255	-24	32.8553	1-01-2009	7
214.426_1	643573	6138016	-27.5	-3.15	25-02-2009	7
214.867_1	642590	6139407	-31.993	3.965	2-03-2009	7
181.96_1	693774	6219170	-15.9155	0.8	28-06-2009	7
181.97_1	693742	6219144	-15.9155	1.4	29-06-2009	7
183.41_1	719142	6219307	-26.86	12.33	16-07-2009	7
183.42_1	718924	6218972	-27.44	18.8	18-07-2009	7
183.8A_1	718376	6219918	-26.87	22.17	20-07-2009	7
186.492_1	688599	6205396	-21.87	0.74	13-08-2009	7
187.1046_1	702394	6210346	-40	10	3-10-2009	7
187.1095_1	714829	6212543	-15.89	21.37	4-10-2009	7
187.1107_1	715344	6216629	-31.65	19.72	6-10-2009	7
187.933_1	714798	6212536	-15.83	21.26	23-11-2009	7
187.937_1	715425	6217267	-54.35	16.9	24-11-2009	7
188.1061_2	722537	6214200	-52.77	7.53	19-12-2009	7
188.822_1	720179	6210966	-49.24	10.6	30-01-2010	7
188.860_1	720026	6211899	-6.14	23.65	3-02-2010	7
188.917_2	719593	6212288	-31.23	26.915	12-02-2010	7
188.923_1	722410	6213762	-42.32	6.9	13-02-2010	7
188.924_1	723143	6215054	-36.62	8.84	14-02-2010	7
190.75_1	659802	6195510	-29.7114	2.5	13-03-2010	7
192.1245_2	697192	6200795.75	-19.4505	6.69	8-04-2010	7
192.335_1	692010	6200999	-6.21	12.04	25-04-2010	7
192.701_1	694288.83	6188487.75	-6.32	4.97	12-05-2010	7
192.908_1	691774	6201947	-21.52	3.5	2-06-2010	7
192.953_1	693075.12	6191037.89	-9.4684	5.85	5-06-2010	7
193.1325_1	699355.59	6191699.51	-0.32	18.09	11-07-2010	7
193.1332_1	704454	6196425	-2.44	31.67	12-07-2010	7
193.1351_1	705126.72	6193454.54	-8.04	33.94	23-07-2010	7
193.1503_1	710242	6195846	-3.01	35.5	24-08-2010	7
193.522_1	699359.09	6191698.12	0.09	18.08	25-12-2010	7
197.536_1	661494	6181824	-33.8446	-1.9545	6-04-2011	7
199.962_1	698275	6183872	-21.55	4.1	13-09-2011	7
200.1383_1	703535	6186713	1.5962	25.11	29-09-2011	7
200.443_1	703398	6187405	-2.4	16.05	29-02-2012	7
200.4683_1	700858.67	6185346	1.4549	10.2133	31-03-2012	7
200.5136_1	700517	6185149	-3.2756	8.095	14-07-2012	7
200.55Q_1	704326	6186020	-21.5	8.9	2-11-2012	7
203.391_1	636725	6159712	-31.7751	2.9	3-11-2013	7
210.1020_2	650876	6149124	-26	21.01	9-01-2015	7
213.617_1	706594.66	6143992.32	-5.45	2.705	12-04-2015	7
214.79_1	639824	6132863	-21.1	6.2	26-04-2015	7
215.530_1	644547	6141603	-27	3.8	3-05-2015	7
215.57_1	643890	6140898	-24.5	5	4-05-2015	7
218.584_2	707171	6141911	-3.62	1.294	23-07-2015	7
186.52_1	698664	6205718	-41.7	5.1339	15-01-2007	10
187.10C_1	711177	6208902	-65.65	14.985	2-02-2007	10
187.17_1	699858	6212726	-44	12.6525	9-02-2007	10
187.22_1	709460	6205477	-36.755	20.5914	10-02-2007	10
187.23_1	704010	6213997	-67.2	21.636	11-02-2007	10
187.75_1	700874	6209308	-47	10.0501	12-02-2007	10
191.142_1	663595	6199944	-47	0.08	17-02-2007	10
191.45_1	666363	6200473	-45.5	-2.2639	18-02-2007	10
192.1062_1	691298.1	6199240.86	-25.6	2.76	24-02-2007	10
192.15_1	697742	6202725	-22.98	6.805	28-02-2007	10
192.21_1	698252	6191518	-11.25	14.5274	1-03-2007	10
192.22_1	694865	6193895	-17.5	7.6587	2-03-2007	10
192.63_1	694092	6197097	-26.6	3.0993	3-03-2007	10
192.76_1	692934	6195300	-17.5	1.91	4-03-2007	10
192.77_1	693411	6193776	-15.5	3.628	5-03-2007	10
192.935_1	697196	6193107	-15.6	3.1	8-03-2007	10
192.940_1	696932	6196302	-20	4.91	9-03-2007	10
193.1382_2	705610	6197548	-6.75	32.1	15-03-2007	10
193.1383_1	704435	6198236	-10.75	27.815	17-03-2007	10
193.1383_2	704435	6198236	-7.25	28.235	18-03-2007	10
193.141_1	703956	6198516	-14.65	15.4515	21-03-2007	10
193.1483_1	714401	6193687	-9.92	32.0033	31-03-2007	10
193.1531_1	702669	6197634	-9.3	12.19	9-04-2007	10
193.55_1	712099	6202826	-32.65	25.0069	11-05-2007	10
199.1032_1	681925	6176229	-50	6	4-06-2007	10
199.1035_1	684822	6184261	-39.7879	15.8	5-06-2007	10
199.1111_1	699059.37	6186141.8	-5	16	15-06-2007	10
199.1132_1	697438	6173450	-7	13.1	17-06-2007	10
200.130_1	700693	6175108	-14.055	15.0256	22-06-2007	10
200.179_1	701516	6184040	-41.9	5.7167	24-06-2007	10
200.2068_1	704570	6177575	-1.2	10.3	25-06-2007	10
200.2070_1	701316.2	6173303.4	7.1	16.055	26-06-2007	10
200.212_1	716967	6180559	-10.8	6.7558	27-06-2007	10
200.3634_2	714601	6174276	0.07	4.31	29-06-2007	10
200.3635_2	716467	6174560	5.23	10.7	30-06-2007	10
200.3636_2	716711	6174590	5.49	10.8	1-07-2007	10
200.3637_2	711841	6174243	7.1	9.6	2-07-2007	10
200.3640_1	705221	6177881	-15.5	8.09	3-07-2007	10
200.3640_2	705221	6177881	-4.5	7.76	4-07-2007	10
200.3641_1	705148	6177876	-14.5	9.75	5-07-2007	10
200.3641_2	705148	6177876	-2	8.99	6-07-2007	10
200.3648_1	699566	6179029	-3.5	8.8	7-07-2007	10
200.3676_1	716359	6180819	-3.55	5.85	11-07-2007	10
200.3679_1	716057	6180764	-8	5.64	12-07-2007	10
200.3680_1	716105	6180957	-7	7.35	13-07-2007	10
200.3714_1	711940	6176063	13	15.2467	14-07-2007	10
200.3779_1	716546	6179840	-14.25	9.16	16-07-2007	10
200.3780_1	709572	6178049	-4	16	17-07-2007	10
200.3793_1	714879	6178836	-5.4	8	18-07-2007	10
200.3822_1	713484	6173487	-2.1	2.41	21-07-2007	10
200.4115_1	701255	6187661	0.7	15.38	26-07-2007	10
200.4188_1	711215	6173968	7.3	10.48	27-07-2007	10
200.4189_1	711200	6173922	7.8	10.4	28-07-2007	10
200.4190_1	711233	6173871	6.8	10.1	29-07-2007	10
200.4191_1	711253	6173874	7.8	10.2	30-07-2007	10
200.4192_1	711319	6173788	7.7	9.5	31-07-2007	10
200.4196_1	711356	6173712	7.9	8.78	1-08-2007	10
